user_id,username,followers,following,total_posts,total_engagements,avg_likes,avg_comments
4401,user_4401,151600,1287,314,1,18839.0000,4280.0000
4466,user_4466,782859,3010,421,1,570.0000,18.0000
4502,user_4502,85019,3018,862,1,13905.0000,1022.0000
4504,user_4504,190371,2410,85,1,16448.0000,2623.0000
4527,user_4527,772955,2866,828,1,13429.0000,475.0000
4559,user_4559,284037,1540,834,1,13231.0000,2466.0000
4564,user_4564,650233,2358,360,1,14748.0000,2408.0000
4572,user_4572,531817,1034,76,1,1395.0000,2278.0000
4598,user_4598,98605,3659,619,1,13127.0000,2796.0000
4677,user_4677,989197,114,315,1,11369.0000,4482.0000
4737,user_4737,105211,3686,431,1,10146.0000,4909.0000
4742,user_4742,348973,3005,603,1,15803.0000,424.0000
4745,user_4745,41848,789,296,1,6235.0000,3971.0000
4756,user_4756,703683,725,134,1,3757.0000,1411.0000
4774,user_4774,806672,3807,114,1,4014.0000,1606.0000
4785,user_4785,984362,2067,780,1,1398.0000,246.0000
4889,user_4889,816856,2720,453,1,6158.0000,2318.0000
4897,user_4897,264624,3572,621,1,3841.0000,2667.0000
4925,user_4925,660050,4309,186,1,8225.0000,1213.0000
4975,user_4975,361222,3533,381,1,5915.0000,566.0000
4986,user_4986,320866,3034,613,1,4396.0000,1143.0000
4997,user_4997,464348,4742,552,1,12728.0000,3069.0000
132,user_132,409136,3064,439,0,NULL,NULL
153,user_153,66881,1844,458,0,NULL,NULL
249,user_249,724432,4610,666,0,NULL,NULL
255,user_255,938823,1418,609,0,NULL,NULL
286,user_286,25585,680,437,0,NULL,NULL
355,user_355,364586,4612,487,0,NULL,NULL
396,user_396,566799,936,819,0,NULL,NULL
455,user_455,540484,323,830,0,NULL,NULL
465,user_465,920298,2989,853,0,NULL,NULL
497,user_497,943031,3611,106,0,NULL,NULL
519,user_519,325922,4392,219,0,NULL,NULL
677,user_677,766577,3161,908,0,NULL,NULL
691,user_691,343282,3216,405,0,NULL,NULL
879,user_879,92681,3387,525,0,NULL,NULL
1074,user_1074,499051,2856,967,0,NULL,NULL
1421,user_1421,651917,4171,358,0,NULL,NULL
1453,user_1453,569967,2603,254,0,NULL,NULL
1492,user_1492,168294,2107,897,0,NULL,NULL
1547,user_1547,725344,4233,358,0,NULL,NULL
1613,user_1613,903053,3353,211,0,NULL,NULL
1634,user_1634,582902,4051,249,0,NULL,NULL
1762,user_1762,127614,2714,578,0,NULL,NULL
1802,user_1802,218811,1301,792,0,NULL,NULL
2063,user_2063,289416,2448,682,0,NULL,NULL
2144,user_2144,808260,1047,335,0,NULL,NULL
2226,user_2226,593689,3007,465,0,NULL,NULL
2442,user_2442,909969,4716,682,0,NULL,NULL
2489,user_2489,489234,2482,82,0,NULL,NULL
